#TYPE VMware.VimAutomation.ViCore.Impl.V1.VM.UniversalVirtualMachineImpl
"Name","PowerState","Notes","Guest","NumCpu","CoresPerSocket","MemoryMB","MemoryGB","VMHostId","VMHost","VApp","FolderId","Folder","ResourcePoolId","ResourcePool","HARestartPriority","HAIsolationResponse","DrsAutomationLevel","VMSwapfilePolicy","VMResourceConfiguration","Version","PersistentId","GuestId","UsedSpaceGB","ProvisionedSpaceGB","DatastoreIdList","ExtensionData","CustomFields","Id","Uid","Client"
"XenApp-069","PoweredOn",,"XenApp-069:Microsoft Windows Server 2003 Standard (32-bit)","2","1","4096","4","HostSystem-host-23260","bib-vwpap-a06.fbisp.eu",,"Folder-group-v5","vm","ResourcePool-resgroup-12","Resources","ClusterRestartPriority","AsSpecifiedByCluster","AsSpecifiedByCluster","Inherit","CpuShares:Normal/2000 MemShares:Normal/40960","v10","501d84a2-460d-298b-084c-6fdcb037a591","winNetStandardGuest","34.826232293620705604553222656","34.826232800260186195373535156","System.String[]","VMware.Vim.VirtualMachine","VMware.VimAutomation.ViCore.Impl.V1.Util.ReadOnlyDictionary`2[System.String,System.String]","VirtualMachine-vm-1051","/VIServer=spimi\u390207@be-vce-bib.fbisp.eu:443/VirtualMachine=VirtualMachine-vm-1051/","VMware.VimAutomation.ViCore.Impl.V1.VimClient"
"XenApp-034","PoweredOn",,"XenApp-034:Microsoft Windows Server 2003 Standard (32-bit)","2","1","4096","4","HostSystem-host-23260","bib-vwpap-a06.fbisp.eu",,"Folder-group-v5","vm","ResourcePool-resgroup-12","Resources","ClusterRestartPriority","AsSpecifiedByCluster","AsSpecifiedByCluster","Inherit","CpuShares:Normal/2000 MemShares:Normal/40960","v10","501d6448-3cbb-edb2-e3a5-e765be0752d8","winNetStandardGuest","34.81852708756923675537109375","34.81852759420871734619140625","System.String[]","VMware.Vim.VirtualMachine","VMware.VimAutomation.ViCore.Impl.V1.Util.ReadOnlyDictionary`2[System.String,System.String]","VirtualMachine-vm-1074","/VIServer=spimi\u390207@be-vce-bib.fbisp.eu:443/VirtualMachine=VirtualMachine-vm-1074/","VMware.VimAutomation.ViCore.Impl.V1.VimClient"
"XenApp-105","PoweredOn",,"XenApp-105:Microsoft Windows Server 2003 Standard (32-bit)","2","1","4096","4","HostSystem-host-23260","bib-vwpap-a06.fbisp.eu",,"Folder-group-v5","vm","ResourcePool-resgroup-12","Resources","ClusterRestartPriority","AsSpecifiedByCluster","AsSpecifiedByCluster","Inherit","CpuShares:Normal/2000 MemShares:Normal/40960","v10","501db48c-6bdf-fa92-34f1-6a401e7bbb40","winNetStandardGuest","34.819321426562964916229248047","34.819321933202445507049560547","System.String[]","VMware.Vim.VirtualMachine","VMware.VimAutomation.ViCore.Impl.V1.Util.ReadOnlyDictionary`2[System.String,System.String]","VirtualMachine-vm-1034","/VIServer=spimi\u390207@be-vce-bib.fbisp.eu:443/VirtualMachine=VirtualMachine-vm-1034/","VMware.VimAutomation.ViCore.Impl.V1.VimClient"
"XenApp-068","PoweredOn","","XenApp-068:Microsoft Windows Server 2003 Standard (32-bit)","2","1","4096","4","HostSystem-host-23260","bib-vwpap-a06.fbisp.eu",,"Folder-group-v5","vm","ResourcePool-resgroup-12","Resources","ClusterRestartPriority","AsSpecifiedByCluster","AsSpecifiedByCluster","Inherit","CpuShares:Normal/2000 MemShares:Normal/40960","v10","501d973a-079e-1ab0-5cbf-0bf84f531a6e","winNetStandardGuest","34.824512997642159461975097656","34.824513562023639678955078125","System.String[]","VMware.Vim.VirtualMachine","VMware.VimAutomation.ViCore.Impl.V1.Util.ReadOnlyDictionary`2[System.String,System.String]","VirtualMachine-vm-794","/VIServer=spimi\u390207@be-vce-bib.fbisp.eu:443/VirtualMachine=VirtualMachine-vm-794/","VMware.VimAutomation.ViCore.Impl.V1.VimClient"
"XenApp-101","PoweredOn",,"XenApp-101:Microsoft Windows Server 2003 Standard (32-bit)","2","1","4096","4","HostSystem-host-23260","bib-vwpap-a06.fbisp.eu",,"Folder-group-v5","vm","ResourcePool-resgroup-12","Resources","ClusterRestartPriority","AsSpecifiedByCluster","AsSpecifiedByCluster","Inherit","CpuShares:Normal/2000 MemShares:Normal/40960","v10","501d1a50-152f-bd46-7c0e-cfcd17fbefef","winNetStandardGuest","34.828070707619190216064453125","34.828071214258670806884765625","System.String[]","VMware.Vim.VirtualMachine","VMware.VimAutomation.ViCore.Impl.V1.Util.ReadOnlyDictionary`2[System.String,System.String]","VirtualMachine-vm-1087","/VIServer=spimi\u390207@be-vce-bib.fbisp.eu:443/VirtualMachine=VirtualMachine-vm-1087/","VMware.VimAutomation.ViCore.Impl.V1.VimClient"
"XenApp-032","PoweredOn",,"XenApp-032:Microsoft Windows Server 2003 Standard (32-bit)","2","1","4096","4","HostSystem-host-23260","bib-vwpap-a06.fbisp.eu",,"Folder-group-v5","vm","ResourcePool-resgroup-12","Resources","ClusterRestartPriority","AsSpecifiedByCluster","AsSpecifiedByCluster","Inherit","CpuShares:Normal/2000 MemShares:Normal/40960","v10","501d0e4c-0b10-0226-dca3-9968106614bd","winNetStandardGuest","34.818671083077788352966308594","34.818671589717268943786621094","System.String[]","VMware.Vim.VirtualMachine","VMware.VimAutomation.ViCore.Impl.V1.Util.ReadOnlyDictionary`2[System.String,System.String]","VirtualMachine-vm-1061","/VIServer=spimi\u390207@be-vce-bib.fbisp.eu:443/VirtualMachine=VirtualMachine-vm-1061/","VMware.VimAutomation.ViCore.Impl.V1.VimClient"
"XenApp-XXX","PoweredOff","","XenApp-XXX:Microsoft Windows Server 2003 Standard (32-bit)","2","1","4096","4","HostSystem-host-23260","bib-vwpap-a06.fbisp.eu",,"Folder-group-v5","vm","ResourcePool-resgroup-12","Resources","ClusterRestartPriority","AsSpecifiedByCluster","AsSpecifiedByCluster","Inherit","CpuShares:Normal/2000 MemShares:Normal/40960","v7","501d6950-b140-63fe-fce9-8b1c6c3f6f32","winNetStandardGuest","75.969236190430819988250732422","110.17413116991519927978515625","System.String[]","VMware.Vim.VirtualMachine","VMware.VimAutomation.ViCore.Impl.V1.Util.ReadOnlyDictionary`2[System.String,System.String]","VirtualMachine-vm-849","/VIServer=spimi\u390207@be-vce-bib.fbisp.eu:443/VirtualMachine=VirtualMachine-vm-849/","VMware.VimAutomation.ViCore.Impl.V1.VimClient"
"XenApp-PF1","PoweredOn","","XenApp-PF1:Microsoft Windows Server 2003 Standard (32-bit)","2","1","4096","4","HostSystem-host-23260","bib-vwpap-a06.fbisp.eu",,"Folder-group-v5","vm","ResourcePool-resgroup-12","Resources","ClusterRestartPriority","AsSpecifiedByCluster","AsSpecifiedByCluster","Inherit","CpuShares:Normal/2000 MemShares:Normal/40960","v10","501dafcd-1f35-8513-7f88-1b50327bdffb","winNetStandardGuest","35.315536329522728919982910156","35.315536893904209136962890625","System.String[]","VMware.Vim.VirtualMachine","VMware.VimAutomation.ViCore.Impl.V1.Util.ReadOnlyDictionary`2[System.String,System.String]","VirtualMachine-vm-1025","/VIServer=spimi\u390207@be-vce-bib.fbisp.eu:443/VirtualMachine=VirtualMachine-vm-1025/","VMware.VimAutomation.ViCore.Impl.V1.VimClient"
"XenApp-083","PoweredOn",,"XenApp-083:Microsoft Windows Server 2003 Standard (32-bit)","2","1","4096","4","HostSystem-host-23260","bib-vwpap-a06.fbisp.eu",,"Folder-group-v5","vm","ResourcePool-resgroup-12","Resources","ClusterRestartPriority","AsSpecifiedByCluster","AsSpecifiedByCluster","Inherit","CpuShares:Normal/2000 MemShares:Normal/40960","v10","501d61b0-b477-8bc9-1500-4d95fd48cd91","winNetStandardGuest","34.826272516511380672454833984","34.826273023150861263275146484","System.String[]","VMware.Vim.VirtualMachine","VMware.VimAutomation.ViCore.Impl.V1.Util.ReadOnlyDictionary`2[System.String,System.String]","VirtualMachine-vm-1054","/VIServer=spimi\u390207@be-vce-bib.fbisp.eu:443/VirtualMachine=VirtualMachine-vm-1054/","VMware.VimAutomation.ViCore.Impl.V1.VimClient"
"XenApp-066","PoweredOn","","XenApp-066:Microsoft Windows Server 2003 Standard (32-bit)","2","1","4096","4","HostSystem-host-23264","bib-vwpap-a07.fbisp.eu",,"Folder-group-v5","vm","ResourcePool-resgroup-12","Resources","ClusterRestartPriority","AsSpecifiedByCluster","AsSpecifiedByCluster","Inherit","CpuShares:Normal/2000 MemShares:Normal/40960","v10","501ddf61-b6df-a78e-e328-db332bad5664","winNetStandardGuest","34.82157766819000244140625","34.821578232571482658386230469","System.String[]","VMware.Vim.VirtualMachine","VMware.VimAutomation.ViCore.Impl.V1.Util.ReadOnlyDictionary`2[System.String,System.String]","VirtualMachine-vm-793","/VIServer=spimi\u390207@be-vce-bib.fbisp.eu:443/VirtualMachine=VirtualMachine-vm-793/","VMware.VimAutomation.ViCore.Impl.V1.VimClient"
"XenApp-091","PoweredOn","","XenApp-091:Microsoft Windows Server 2003 Standard (32-bit)","2","1","4096","4","HostSystem-host-23264","bib-vwpap-a07.fbisp.eu",,"Folder-group-v5","vm","ResourcePool-resgroup-12","Resources","ClusterRestartPriority","AsSpecifiedByCluster","AsSpecifiedByCluster","Inherit","CpuShares:Normal/2000 MemShares:Normal/40960","v10","501d5429-aaf3-73b4-e130-a899be0551e7","winNetStandardGuest","34.825245652347803115844726562","34.825246216729283332824707031","System.String[]","VMware.Vim.VirtualMachine","VMware.VimAutomation.ViCore.Impl.V1.Util.ReadOnlyDictionary`2[System.String,System.String]","VirtualMachine-vm-797","/VIServer=spimi\u390207@be-vce-bib.fbisp.eu:443/VirtualMachine=VirtualMachine-vm-797/","VMware.VimAutomation.ViCore.Impl.V1.VimClient"
"XenApp-WI1","PoweredOn","","XenApp-WI1:Microsoft Windows Server 2003 Standard (32-bit)","2","1","4096","4","HostSystem-host-23264","bib-vwpap-a07.fbisp.eu",,"Folder-group-v5","vm","ResourcePool-resgroup-12","Resources","ClusterRestartPriority","AsSpecifiedByCluster","AsSpecifiedByCluster","Inherit","CpuShares:Normal/2000 MemShares:Normal/40960","v10","501d5ff2-2d44-ca03-cf13-e55e8fa151ee","winNetStandardGuest","34.856001119129359722137451172","34.856001683510839939117431641","System.String[]","VMware.Vim.VirtualMachine","VMware.VimAutomation.ViCore.Impl.V1.Util.ReadOnlyDictionary`2[System.String,System.String]","VirtualMachine-vm-862","/VIServer=spimi\u390207@be-vce-bib.fbisp.eu:443/VirtualMachine=VirtualMachine-vm-862/","VMware.VimAutomation.ViCore.Impl.V1.VimClient"
"XenApp-026","PoweredOn","","XenApp-026:Microsoft Windows Server 2003 Standard (32-bit)","2","1","4096","4","HostSystem-host-23264","bib-vwpap-a07.fbisp.eu",,"Folder-group-v5","vm","ResourcePool-resgroup-12","Resources","ClusterRestartPriority","AsSpecifiedByCluster","AsSpecifiedByCluster","Inherit","CpuShares:Normal/2000 MemShares:Normal/40960","v10","501de7b0-b640-cda3-a994-805b3d2a4cb9","winNetStandardGuest","34.821584693156182765960693359","34.821585257537662982940673828","System.String[]","VMware.Vim.VirtualMachine","VMware.VimAutomation.ViCore.Impl.V1.Util.ReadOnlyDictionary`2[System.String,System.String]","VirtualMachine-vm-844","/VIServer=spimi\u390207@be-vce-bib.fbisp.eu:443/VirtualMachine=VirtualMachine-vm-844/","VMware.VimAutomation.ViCore.Impl.V1.VimClient"
"XenApp-058","PoweredOn",,"XenApp-058:Microsoft Windows Server 2003 Standard (32-bit)","2","1","4096","4","HostSystem-host-23264","bib-vwpap-a07.fbisp.eu",,"Folder-group-v5","vm","ResourcePool-resgroup-12","Resources","ClusterRestartPriority","AsSpecifiedByCluster","AsSpecifiedByCluster","Inherit","CpuShares:Normal/2000 MemShares:Normal/40960","v10","501d570b-cd9f-2523-7c4c-aab4bb47a0c6","winNetStandardGuest","34.826196826063096523284912109","34.826197332702577114105224609","System.String[]","VMware.Vim.VirtualMachine","VMware.VimAutomation.ViCore.Impl.V1.Util.ReadOnlyDictionary`2[System.String,System.String]","VirtualMachine-vm-1045","/VIServer=spimi\u390207@be-vce-bib.fbisp.eu:443/VirtualMachine=VirtualMachine-vm-1045/","VMware.VimAutomation.ViCore.Impl.V1.VimClient"
"XenApp-103","PoweredOn","","XenApp-103:Microsoft Windows Server 2003 Standard (32-bit)","2","1","4096","4","HostSystem-host-23264","bib-vwpap-a07.fbisp.eu",,"Folder-group-v5","vm","ResourcePool-resgroup-12","Resources","ClusterRestartPriority","AsSpecifiedByCluster","AsSpecifiedByCluster","Inherit","CpuShares:Normal/2000 MemShares:Normal/40960","v10","501d1962-a9b5-b107-f084-de14053f6806","winNetStandardGuest","34.821926451288163661956787109","34.821927015669643878936767578","System.String[]","VMware.Vim.VirtualMachine","VMware.VimAutomation.ViCore.Impl.V1.Util.ReadOnlyDictionary`2[System.String,System.String]","VirtualMachine-vm-866","/VIServer=spimi\u390207@be-vce-bib.fbisp.eu:443/VirtualMachine=VirtualMachine-vm-866/","VMware.VimAutomation.ViCore.Impl.V1.VimClient"
"XenApp-088","PoweredOn",,"XenApp-088:Microsoft Windows Server 2003 Standard (32-bit)","2","1","4096","4","HostSystem-host-23264","bib-vwpap-a07.fbisp.eu",,"Folder-group-v5","vm","ResourcePool-resgroup-12","Resources","ClusterRestartPriority","AsSpecifiedByCluster","AsSpecifiedByCluster","Inherit","CpuShares:Normal/2000 MemShares:Normal/40960","v10","501d048d-98a6-c527-0109-bc733cb2c360","winNetStandardGuest","34.807579873129725456237792969","34.807580379769206047058105469","System.String[]","VMware.Vim.VirtualMachine","VMware.VimAutomation.ViCore.Impl.V1.Util.ReadOnlyDictionary`2[System.String,System.String]","VirtualMachine-vm-1057","/VIServer=spimi\u390207@be-vce-bib.fbisp.eu:443/VirtualMachine=VirtualMachine-vm-1057/","VMware.VimAutomation.ViCore.Impl.V1.VimClient"
"XenApp-078","PoweredOn","","XenApp-078:Microsoft Windows Server 2003 Standard (32-bit)","2","1","4096","4","HostSystem-host-23264","bib-vwpap-a07.fbisp.eu",,"Folder-group-v5","vm","ResourcePool-resgroup-12","Resources","ClusterRestartPriority","AsSpecifiedByCluster","AsSpecifiedByCluster","Inherit","CpuShares:Normal/2000 MemShares:Normal/40960","v10","501d77e2-fecb-8c77-a4b8-b3edb73e04ca","winNetStandardGuest","34.821664994582533836364746094","34.821665558964014053344726563","System.String[]","VMware.Vim.VirtualMachine","VMware.VimAutomation.ViCore.Impl.V1.Util.ReadOnlyDictionary`2[System.String,System.String]","VirtualMachine-vm-796","/VIServer=spimi\u390207@be-vce-bib.fbisp.eu:443/VirtualMachine=VirtualMachine-vm-796/","VMware.VimAutomation.ViCore.Impl.V1.VimClient"
"XenApp-029","PoweredOn","","XenApp-029:Microsoft Windows Server 2003 Standard (32-bit)","2","1","4096","4","HostSystem-host-23264","bib-vwpap-a07.fbisp.eu",,"Folder-group-v5","vm","ResourcePool-resgroup-12","Resources","ClusterRestartPriority","AsSpecifiedByCluster","AsSpecifiedByCluster","Inherit","CpuShares:Normal/2000 MemShares:Normal/40960","v10","501d06f2-95b2-205d-1cd0-e140ca5cc360","winNetStandardGuest","34.830475954338908195495605469","34.830476518720388412475585938","System.String[]","VMware.Vim.VirtualMachine","VMware.VimAutomation.ViCore.Impl.V1.Util.ReadOnlyDictionary`2[System.String,System.String]","VirtualMachine-vm-823","/VIServer=spimi\u390207@be-vce-bib.fbisp.eu:443/VirtualMachine=VirtualMachine-vm-823/","VMware.VimAutomation.ViCore.Impl.V1.VimClient"
"XenApp-051","PoweredOn","","XenApp-051:Microsoft Windows Server 2003 Standard (32-bit)","2","1","4096","4","HostSystem-host-23264","bib-vwpap-a07.fbisp.eu",,"Folder-group-v5","vm","ResourcePool-resgroup-12","Resources","ClusterRestartPriority","AsSpecifiedByCluster","AsSpecifiedByCluster","Inherit","CpuShares:Normal/2000 MemShares:Normal/40960","v10","501d1adf-c8b7-1ae6-a309-d377f7bf1131","winNetStandardGuest","34.832639489322900772094726562","34.832640053704380989074707031","System.String[]","VMware.Vim.VirtualMachine","VMware.VimAutomation.ViCore.Impl.V1.Util.ReadOnlyDictionary`2[System.String,System.String]","VirtualMachine-vm-804","/VIServer=spimi\u390207@be-vce-bib.fbisp.eu:443/VirtualMachine=VirtualMachine-vm-804/","VMware.VimAutomation.ViCore.Impl.V1.VimClient"
"XenApp-014","PoweredOn","","XenApp-014:Microsoft Windows Server 2003 Standard (32-bit)","2","1","4096","4","HostSystem-host-23264","bib-vwpap-a07.fbisp.eu",,"Folder-group-v5","vm","ResourcePool-resgroup-12","Resources","ClusterRestartPriority","AsSpecifiedByCluster","AsSpecifiedByCluster","Inherit","CpuShares:Normal/2000 MemShares:Normal/40960","v10","501ddca8-4a70-d501-fc14-9044da54e8a4","winNetStandardGuest","34.821836433373391628265380859","34.821836997754871845245361328","System.String[]","VMware.Vim.VirtualMachine","VMware.VimAutomation.ViCore.Impl.V1.Util.ReadOnlyDictionary`2[System.String,System.String]","VirtualMachine-vm-770","/VIServer=spimi\u390207@be-vce-bib.fbisp.eu:443/VirtualMachine=VirtualMachine-vm-770/","VMware.VimAutomation.ViCore.Impl.V1.VimClient"
"XenApp-065","PoweredOn","","XenApp-065:Microsoft Windows Server 2003 Standard (32-bit)","2","1","4096","4","HostSystem-host-23264","bib-vwpap-a07.fbisp.eu",,"Folder-group-v5","vm","ResourcePool-resgroup-12","Resources","ClusterRestartPriority","AsSpecifiedByCluster","AsSpecifiedByCluster","Inherit","CpuShares:Normal/2000 MemShares:Normal/40960","v10","501d745d-0a6a-2d18-82b1-7f0773283002","winNetStandardGuest","34.816139867529273033142089844","34.816140431910753250122070313","System.String[]","VMware.Vim.VirtualMachine","VMware.VimAutomation.ViCore.Impl.V1.Util.ReadOnlyDictionary`2[System.String,System.String]","VirtualMachine-vm-861","/VIServer=spimi\u390207@be-vce-bib.fbisp.eu:443/VirtualMachine=VirtualMachine-vm-861/","VMware.VimAutomation.ViCore.Impl.V1.VimClient"
"XenApp-050","PoweredOn",,"XenApp-050:Microsoft Windows Server 2003 Standard (32-bit)","2","1","4096","4","HostSystem-host-23264","bib-vwpap-a07.fbisp.eu",,"Folder-group-v5","vm","ResourcePool-resgroup-12","Resources","ClusterRestartPriority","AsSpecifiedByCluster","AsSpecifiedByCluster","Inherit","CpuShares:Normal/2000 MemShares:Normal/40960","v10","501df0a7-af3b-3ac4-677b-14e27bdada6e","winNetStandardGuest","34.826233246363699436187744141","34.826233753003180027008056641","System.String[]","VMware.Vim.VirtualMachine","VMware.VimAutomation.ViCore.Impl.V1.Util.ReadOnlyDictionary`2[System.String,System.String]","VirtualMachine-vm-1027","/VIServer=spimi\u390207@be-vce-bib.fbisp.eu:443/VirtualMachine=VirtualMachine-vm-1027/","VMware.VimAutomation.ViCore.Impl.V1.VimClient"
"XenApp-098","PoweredOn",,"XenApp-098:Microsoft Windows Server 2003 Standard (32-bit)","2","1","4096","4","HostSystem-host-23264","bib-vwpap-a07.fbisp.eu",,"Folder-group-v5","vm","ResourcePool-resgroup-12","Resources","ClusterRestartPriority","AsSpecifiedByCluster","AsSpecifiedByCluster","Inherit","CpuShares:Normal/2000 MemShares:Normal/40960","v10","501d017d-4c45-73ce-3e0f-b51b54fe1a24","winNetStandardGuest","34.826043318957090377807617188","34.826043825596570968627929688","System.String[]","VMware.Vim.VirtualMachine","VMware.VimAutomation.ViCore.Impl.V1.Util.ReadOnlyDictionary`2[System.String,System.String]","VirtualMachine-vm-1035","/VIServer=spimi\u390207@be-vce-bib.fbisp.eu:443/VirtualMachine=VirtualMachine-vm-1035/","VMware.VimAutomation.ViCore.Impl.V1.VimClient"
"XenApp-090","PoweredOn","","XenApp-090:Microsoft Windows Server 2003 Standard (32-bit)","2","1","4096","4","HostSystem-host-23264","bib-vwpap-a07.fbisp.eu",,"Folder-group-v5","vm","ResourcePool-resgroup-12","Resources","ClusterRestartPriority","AsSpecifiedByCluster","AsSpecifiedByCluster","Inherit","CpuShares:Normal/2000 MemShares:Normal/40960","v10","501d78a5-a0d7-03b4-6885-a1c203b177a7","winNetStandardGuest","34.815674397163093090057373047","34.815674961544573307037353516","System.String[]","VMware.Vim.VirtualMachine","VMware.VimAutomation.ViCore.Impl.V1.Util.ReadOnlyDictionary`2[System.String,System.String]","VirtualMachine-vm-811","/VIServer=spimi\u390207@be-vce-bib.fbisp.eu:443/VirtualMachine=VirtualMachine-vm-811/","VMware.VimAutomation.ViCore.Impl.V1.VimClient"
"XenApp-120","PoweredOn",,"XenApp-120:Microsoft Windows Server 2003 Standard (32-bit)","2","1","4096","4","HostSystem-host-23264","bib-vwpap-a07.fbisp.eu",,"Folder-group-v5","vm","ResourcePool-resgroup-12","Resources","ClusterRestartPriority","AsSpecifiedByCluster","AsSpecifiedByCluster","Inherit","CpuShares:Normal/2000 MemShares:Normal/40960","v10","501d3443-7dd2-ea0a-bb3c-e21c94e63ca7","winNetStandardGuest","34.825822804123163223266601562","34.825823310762643814086914062","System.String[]","VMware.Vim.VirtualMachine","VMware.VimAutomation.ViCore.Impl.V1.Util.ReadOnlyDictionary`2[System.String,System.String]","VirtualMachine-vm-1039","/VIServer=spimi\u390207@be-vce-bib.fbisp.eu:443/VirtualMachine=VirtualMachine-vm-1039/","VMware.VimAutomation.ViCore.Impl.V1.VimClient"
"XenApp-036","PoweredOn","","XenApp-036:Microsoft Windows Server 2003 Standard (32-bit)","2","1","4096","4","HostSystem-host-23264","bib-vwpap-a07.fbisp.eu",,"Folder-group-v5","vm","ResourcePool-resgroup-12","Resources","ClusterRestartPriority","AsSpecifiedByCluster","AsSpecifiedByCluster","Inherit","CpuShares:Normal/2000 MemShares:Normal/40960","v10","501de393-d859-2c11-dd77-b942eb5dddb5","winNetStandardGuest","34.830869052559137344360351562","34.830869616940617561340332031","System.String[]","VMware.Vim.VirtualMachine","VMware.VimAutomation.ViCore.Impl.V1.Util.ReadOnlyDictionary`2[System.String,System.String]","VirtualMachine-vm-803","/VIServer=spimi\u390207@be-vce-bib.fbisp.eu:443/VirtualMachine=VirtualMachine-vm-803/","VMware.VimAutomation.ViCore.Impl.V1.VimClient"
